"Number","Start Time","End Time","Duration","Symbol Duration","Text"
"573","00:32:22,600","00:32:26,292","3.692","0.0802608695652174","And it's nothing, it's 5 dollars or 4 dollars."
"574","00:32:26,600","00:32:31,363","4.763","0.10584444444444444","Well, and we came, yes, really talked, we saw"
"575","00:32:31,388","00:32:35,388","4.0","0.06349206349206349","Shushkevych, we saw Yeltsin, I think I even asked some of them."
"576","00:32:35,413","00:32:37,413","2.0","0.07407407407407407","How close were you to them?"
"577","00:32:37,893","00:32:40,514","2.621","0.09360714285714286","Well, then there was no ban."
"578","00:32:40,983","00:32:48,047","7.064","0.11972881355932204","Then to stand next to Yeltsin is, well, as we sit with you."
"579","00:32:48,600","00:32:55,600","7.0","0.08860759493670886","Well, the only thing is that there was protection, but it was much easier then."
"580","00:32:58,012","00:33:02,352","4.34","0.07233333333333333","On the airfield, in Kyiv, everywhere we met near the stairs."
"581","00:33:02,853","00:33:03,853","1.0","0.07142857142857142","It was normal."
"582","00:33:03,878","00:33:07,878","4.0","0.0625","Then already during Kuchma's time,  it began to change a little."
"583","00:33:07,903","00:33:11,511","3.608","0.05305882352941177","During Kravchuk's tie, you just came, oh, you're a journalist? Okay."
"584","00:33:11,536","00:33:14,826","3.29","0.05483333333333333","Was it a ritual thing, they had already signed an agreement?"
"585","00:33:14,851","00:33:17,244","2.393","0.053177777777777775","No, then we figured out everything as it was."
"586","00:33:18,020","00:33:25,318","7.298","0.09009876543209877","Nobody, just one person of us all, got there in Viskuli, or where they signed it."
"587","00:33:25,790","00:33:37,935","12.145","0.13801136363636363","The beginning was like this. Yeltsin brought a document, laid it on the table, and said,"
"588","00:33:39,351","00:33:49,176","9.825","0.12596153846153846","'Leonid Makarovich, you can do whatever you want, mark it, change it, mark it,"
"589","00:33:49,200","00:33:52,920","3.72","0.058125","write it down, do whatever you want, but you have to accept it.'"
"590","00:33:54,543","00:34:00,551","6.008","0.09849180327868852","Kravchuk said, 'You know, a week ago, I was elected president"
"591","00:34:00,575","00:34:03,960","3.385","0.054596774193548386","with the pre-election program for the independence of Ukraine."
"592","00:34:04,416","00:34:07,907","3.491","0.06982000000000001","It was somehow strange that was now for the Union."
"593","00:34:07,931","00:34:10,600","2.669","0.058021739130434784","A week ago, I was against the Union, and now…'"
"594","00:34:11,163","00:34:15,748","4.585","0.10916666666666666","And then this phrase came up in the sauna."
"595","00:34:15,772","00:34:18,501","2.729","0.05685416666666667","In the sauna, not because they were naked there,"
"596","00:34:18,525","00:34:21,080","2.555","0.04188524590163935","it's not the top officials, but the country's second persons."
"597","00:34:21,080","00:34:22,840","1.76","0.060689655172413794","It was just that it was free."
"598","00:34:22,840","00:34:27,320","4.48","0.08960000000000001","They just came in in suits, there was just a room."
"599","00:34:28,237","00:34:33,860","5.623","0.09371666666666667","And there, this geopolitical reality of the previously named"
"600","00:34:33,885","00:34:38,574","4.689","0.09017307692307693","Union of Soviet Socialist Republics ceases to exist."
"601","00:34:39,369","00:34:42,228","2.859","0.06807142857142857","It's just that they thought for two hours,"
"602","00:34:42,252","00:34:44,502","2.25","0.05232558139534884","and the phrase 'geopolitical reality of the"
"603","00:34:44,525","00:34:49,400","4.874","0.06962857142857143","previously named Union of Soviet Socialist Republics ceases to exist.'"
"604","00:34:49,400","00:34:51,639","2.24","0.0973913043478261","And then it got easier."
"605","00:34:51,639","00:34:52,600","0.96","0.24","Yes."
"606","00:34:52,600","00:34:55,788","3.188","0.07413953488372094","But it all started only when Kravchuk said,"
"607","00:34:55,812","00:35:01,400","5.588","0.09978571428571428","'No, no, no, guys, we're not joking here, it's serious.'"
"608","00:35:02,219","00:35:06,188","3.969","0.070875","Integral nationalists spoke out against it here in Kyiv,"
"609","00:35:06,212","00:35:10,548","4.336","0.15485714285714286","like Stepan Ilkovich Khmara,"
"610","00:35:10,572","00:35:18,732","8.16","0.15692307692307692","and Chornovyl... there was a lot of diversity there."
"611","00:35:18,757","00:35:26,489","7.732","0.09545679012345679","Why, Mykola, didn't we make such a quantum jump with little blood as Baltica did?"
"612","00:35:27,128","00:35:28,359","1.231","0.0769375","It's impossible."
"613","00:35:28,383","00:35:29,224","0.841","0.21025","Why?"
"614","00:35:29,248","00:35:31,248","2.0","0.05714285714285714","It`s all just conversations that..."
"615","00:35:31,933","00:35:35,385","3.452","0.12328571428571429","Because the Baltic States..."
"616","00:35:35,911","00:35:39,167","3.256","0.09302857142857142","Well, you will be guilty, not me..."
"617","00:35:39,725","00:35:41,325","1.6","0.0761904761904762","We are not Europeans."
"618","00:35:41,436","00:35:45,149","3.713","0.05017567567567568","The Baltics considered themselves from the very beginning to be Europeans,"
"619","00:35:45,173","00:35:48,353","3.18","0.09636363636363637","we became Europeans only in 2014."
"620","00:35:48,996","00:35:52,262","3.266","0.09605882352941177","But now we paved the path somehow."
"621","00:35:52,960","00:35:56,988","4.028","0.3356666666666666","Estonians..."
"622","00:35:57,012","00:36:01,817","4.805","0.120125","I was in Estonia in 1976 with my father."
"623","00:36:01,841","00:36:02,943","1.102","0.038000000000000006","I was walking around Tallinn."
"624","00:36:02,968","00:36:10,078","7.11","0.08670731707317074","There was a home cathedral in every capital. And I came up to go on and they said,"
"625","00:36:10,200","00:36:18,200","8.0","0.11764705882352941","''Excuse me, please, we are already closed. Do you want something?''"
"626","00:36:18,200","00:36:22,200","4.0","0.07272727272727272","I said, ''Yes, I would like to... Where are you from?''"
"627","00:36:23,404","00:36:25,200","1.796","0.06907692307692308","I said, ''I'm from Kyiv.''"
"628","00:36:25,200","00:36:28,200","3.0","0.08108108108108109","''What language do you speak there?''"
"629","00:36:28,200","00:36:29,730","1.53","0.06954545454545455","I said, ''Ukrainian.''"
"630","00:36:30,032","00:36:32,032","2.0","0.1","''Please, come in.''"
"631","00:36:32,389","00:36:34,200","1.811","0.1131875","Forest brothers."
"632","00:36:34,200","00:36:36,200","2.0","0.1","That's the question."
"633","00:36:37,206","00:36:40,200","2.994","0.06962790697674419","I lied because in Kyiv Ukrainian is... Yes."
"634","00:36:40,200","00:36:41,200","1.0","0.06666666666666667","Yes, of course."
"635","00:36:41,200","00:36:46,200","5.0","0.060240963855421686","It was used by 0.5%. But I understood because I was already trained in nationalism."
"636","00:36:46,200","00:36:49,200","3.0","0.04285714285714286","Did your father speak Ukrainian or Russian at the Academy of Sciences?"
"637","00:36:49,200","00:36:50,794","1.594","0.05313333333333334","It's also a complicated story."
"638","00:36:50,819","00:36:55,018","4.199","0.08398","While there was Shelest, everyone spoke Ukrainian."
"639","00:36:56,260","00:37:01,200","4.94","0.08517241379310346","The plenum of the Central Committee was held in Ukrainian."
"640","00:37:01,200","00:37:02,200","1.0","0.14285714285714285","Really?"
"641","00:37:02,200","00:37:02,800","0.6","0.15","Yes."
"642","00:37:03,105","00:37:08,761","5.656","0.06897560975609755","Until 1972, the plenums of the Central Committee during Shelest were in Ukrainian."
"643","00:37:09,721","00:37:17,200","7.479","0.09972","Then Shcherbitsky came and gradually, then Malanchuk, this famous Lviv guy."
"644","00:37:17,200","00:37:19,287","2.087","0.05090243902439025","I had a fight with him twice, by the way."
"645","00:37:20,200","00:37:23,200","3.0","0.07894736842105263","With the main enemy of all of Ukraine."
"646","00:37:23,200","00:37:26,200","3.0","0.06818181818181818","It's very strange that he is from Halychyna."
"647","00:37:26,200","00:37:28,200","2.0","0.07692307692307693","He is from Galichina, yes."
"648","00:37:28,200","00:37:35,200","7.0","0.1346153846153846","And that's why they always didn't want to be Soviet."
"649","00:37:35,550","00:37:41,629","6.079","0.07894805194805195","And here, apart from Galichina, Volhynia, Bukovina... Was there any strategy?"
"650","00:37:41,654","00:37:45,948","4.294","0.08763265306122447","Well, look, if in the Baltic states, for example,"
"651","00:37:45,972","00:37:49,859","3.887","0.06819298245614035","this umbilical cord was not cut by the so-called Soviets,"
"652","00:37:49,884","00:37:53,248","3.364","0.04153086419753086","and they remembered it, and it was important for them as a language, and so on..."
"653","00:37:53,273","00:37:57,200","3.927","0.0714","Forty years ago, not all of them died, not all of them."
"654","00:37:57,200","00:37:58,200","1.0","0.1","Well, yes."
"655","00:37:58,200","00:38:03,296","5.096","0.06794666666666667","And in our country, especially in Halychyna, at least the Bandera movement,"
"656","00:38:03,321","00:38:08,005","4.684","0.1201025641025641","what about in Kyiv, Kharkiv, and Odesa?"
"657","00:38:08,030","00:38:11,200","3.17","0.04953125","I understand that they had more dissidents in the Baltic states."
"658","00:38:11,200","00:38:13,200","2.0","0.07142857142857142","They didn't have dissidents."
"659","00:38:13,200","00:38:14,383","1.183","0.039433333333333334","It's a very complicated issue."
"660","00:38:14,408","00:38:17,175","2.767","0.05220754716981132","The statistics there seem to be Ukrainian and Baltic."
"661","00:38:17,200","00:38:19,668","2.468","0.044071428571428574","The question is that the Baltics themselves once told me"
"662","00:38:19,692","00:38:21,200","1.508","0.04864516129032258","that they all are nationalists."
"663","00:38:21,200","00:38:22,882","1.682","0.048057142857142854","We don't have any non-nationalists."
"664","00:38:23,470","00:38:27,200","3.73","0.05567164179104478","Unlike the Ukrainians, not all of them are nationalists in Ukraine."
"665","00:38:27,200","00:38:31,740","4.54","0.0463265306122449","But if they are already nationalists, they're so passionate that we still need to learn from them,"
"666","00:38:32,200","00:38:34,200","2.0","0.058823529411764705","Because they are all a little bit."
"667","00:38:34,200","00:38:35,200","1.0","0.037037037037037035","And a little bit like this."
"668","00:38:35,200","00:38:37,645","2.445","0.07887096774193549","And what language do you speak?"
"669","00:38:38,056","00:38:41,708","3.652","0.0664","And if Ukraine becomes a nationalist, then we will burn"
"670","00:38:41,732","00:38:43,796","2.064","0.0688","the commandments of the Party."
"671","00:38:44,200","00:38:45,780","1.58","0.05642857142857143","That's why it was like that."
"672","00:38:45,805","00:38:53,026","7.221","0.08596428571428572","In 1991, the communists voted for the creation of another state, of course, Ukraine."
"673","00:38:53,200","00:38:55,200","2.0","0.08333333333333333","And what is the concept?"
"674","00:38:55,200","00:38:57,019","1.819","0.06737037037037037","How do they see this state?"
"675","00:38:57,044","00:38:58,044","1.0","0.05263157894736842","What did they want?"
"676","00:38:58,069","00:39:00,069","2.0","0.08","They didn't see anything."
"677","00:39:00,094","00:39:01,094","1.0","0.058823529411764705","They had to hide."
"678","00:39:01,119","00:39:02,119","1.0","0.03333333333333333","This is the same conversation."
"679","00:39:02,144","00:39:03,144","1.0","0.06666666666666667","Look, 33 years."
"680","00:39:03,169","00:39:05,169","2.0","0.058823529411764705","We are standing next to that post."
"681","00:39:05,200","00:39:06,200","1.0","0.04","And we are talking again."
"682","00:39:06,200","00:39:10,988","4.788","0.09576000000000001","We will keep talking until the generation changes."
"683","00:39:11,694","00:39:17,268","5.574","0.19220689655172413","When Yosep Zisels teaches us,"
"684","00:39:17,292","00:39:21,200","3.908","0.06856140350877193","when I talk to him, I say, Yosep, you are a smart person."
"685","00:39:21,200","00:39:22,200","1.0","0.05","You know everything."
"686","00:39:22,200","00:39:25,200","3.0","0.05357142857142857","You were in prison for nationalism with such a nickname."
"687","00:39:25,200","00:39:28,805","3.605","0.08193181818181818","And he says, well, it's the same as we have."
"688","00:39:28,830","00:39:32,980","4.15","0.05684931506849315","He says, I mean, when they say 40 years, they were walking in the desert."
"689","00:39:33,200","00:39:34,641","1.441","0.07584210526315789","So we are the same."
"690","00:39:34,666","00:39:36,981","2.315","0.051444444444444445","I say, what do you mean, he says, well, look,"
"691","00:39:37,005","00:39:40,569","3.564","0.06988235294117646","in the 90s, 10 years, the communists were in power."
"692","00:39:41,569","00:39:44,768","3.199","0.12303846153846153","The 00s - Komsomol people."
"693","00:39:45,200","00:39:48,200","3.0","0.15789473684210525","The 10s - pioneers."
"694","00:39:48,435","00:39:50,729","2.294","0.06747058823529412","We have to survive the Octobrists."
"695","00:39:51,200","00:39:52,951","1.751","0.06037931034482758","And now you are 40 years old."
"696","00:39:54,200","00:39:59,634","5.434","0.07057142857142858","So now we still have 5 years, 4 years, 6 years, and we will almost lose them."
"697","00:40:00,200","00:40:01,200","1.0","0.2","Here."
"698","00:40:01,200","00:40:03,200","2.0","0.05555555555555555","What did they want from the country?"
"699","00:40:03,200","00:40:05,200","2.0","0.08695652173913043","They were running away."
"700","00:40:05,200","00:40:08,200","3.0","0.06666666666666667","I was one of the few, even among journalists."
"701","00:40:08,200","00:40:14,200","6.0","0.08823529411764706","I went down to the cinema hall of the Verkhovna Rada on August 24th,"
"702","00:40:14,200","00:40:19,200","5.0","0.060240963855421686","where the communists were going to decide how to vote for them on Independence Day."
"703","00:40:20,460","00:40:24,026","3.566","0.08915","And I realized that the concept is this."
"704","00:40:24,962","00:40:27,200","2.238","0.054585365853658536","There is a quiet life here, more or less."
"705","00:40:28,428","00:40:32,851","4.423","0.06601492537313433","Kravchuk, the second secretary of the Central Committee, is a head."
"706","00:40:33,502","00:40:37,448","3.946","0.08578260869565217","And what Yeltsin will do there, we don't know."
"707","00:40:37,473","00:40:40,200","2.727","0.043983870967741936","And we are afraid of him because he is such an anti-communist."
"708","00:40:41,436","00:40:44,880","3.444","0.084","And let's separate and protect ourselves."
"709","00:40:46,843","00:40:51,200","4.357","0.050662790697674424","In Moscow, they will ban the Communist Party and maybe they will all be put in prison."
"710","00:40:51,200","00:40:52,200","1.0","0.058823529411764705","Nobody knew then."
"711","00:40:52,200","00:40:56,200","4.0","0.08695652173913043","Whether they will ban or not, imprison or not."
"712","00:40:56,663","00:41:01,980","5.317","0.06996052631578947","And we are here, an autonomous Ukrainian republic, with our own legislation."
"713","00:41:02,503","00:41:05,508","3.005","0.054636363636363636","The majority of the Verkhovna Rada are Communists, 239,"
"714","00:41:05,532","00:41:06,837","1.305","0.045","with the Socialists together."
"715","00:41:06,862","00:41:09,955","3.093","0.08591666666666667","And we will live as we lived before."
"716","00:41:09,980","00:41:14,788","4.808","0.1717142857142857","We will not build communism,"
"717","00:41:14,812","00:41:20,200","5.388","0.07808695652173912","maybe not even socialism, but at least we will not build nationalism."
"718","00:41:21,768","00:41:25,588","3.82","0.10324324324324324","So wait, if Poland was a social camp,"
"719","00:41:25,612","00:41:29,696","4.084","0.05373684210526315","then the leaders would come out and open the archives, at least, of the KGB."
"720","00:41:29,721","00:41:33,200","3.479","0.1023235294117647","Listen, what are we talking about?"
"721","00:41:33,200","00:41:37,565","4.365","0.13640625","In 1991, after the independence,"
"722","00:41:37,589","00:41:41,575","3.986","0.061323076923076925","when it was announced that there would be a vote on December 1st,"
"723","00:41:41,600","00:41:45,200","3.6","0.05901639344262295","presidential candidates began to emerge, including Chornovil."
"724","00:41:45,200","00:41:52,063","6.863","0.07980232558139536","I came to him literally across the road, he lived in a hotel Kyiv, and I will not lie,"
"725","00:41:52,088","00:41:55,928","3.84","0.057313432835820896","he did not say that he would win the election and become president."
"726","00:41:56,200","00:42:00,200","4.0","0.06666666666666667","But everyone around him said that he would become president."
"727","00:42:02,538","00:42:06,024","3.486","0.06338181818181819","And already in 1997, literally a year before his death,"
"728","00:42:06,048","00:42:12,175","6.127","0.10563793103448275","we met, we had good relations with Vyacheslav Maksimovich."
"729","00:42:12,200","00:42:15,737","3.537","0.05704838709677419","And he says, Mykola, it's good that I didn't become president."
"730","00:42:15,762","00:42:16,762","1.0","0.09090909090909091","I say, why?"
"731","00:42:16,787","00:42:20,200","3.413","0.05019117647058823","He says, well, I think that only now the civil war would have ended."
"732","00:42:20,922","00:42:25,152","4.23","0.07421052631578948","90% of the population of Ukraine didn't have nationalism."
"733","00:42:25,200","00:42:27,200","2.0","0.08695652173913043","The Ukrainian language?"
"734","00:42:27,200","00:42:28,716","1.516","0.05830769230769231","What are we talking about?"
"735","00:42:29,764","00:42:36,995","7.231","0.09514473684210527","I always joke that in Khreshchatyk five people spoke the Ukrainian language."
"736","00:42:37,020","00:42:41,020","4.0","0.05970149253731343","Four of them were from the diaspora, and I was speaking in surzhik."
"737","00:42:41,200","00:42:51,175","9.975","0.12314814814814815","He did not evoke such strong feelings as Yanukovych did for us, the Orange Party."
"738","00:42:51,200","00:42:58,200","7.0","0.20588235294117646","Well, wait, this is not the issue."
"739","00:42:58,200","00:43:01,122","2.922","0.07126829268292684","No, why does he talk about the civil war?"
"740","00:43:01,147","00:43:05,081","3.934","0.058716417910447766","Because ... Did he really think that people would rise against him?"
"741","00:43:05,106","00:43:07,482","2.376","0.03655384615384615","Well, it wasn't like that ... Not against him, against the ideas."
"742","00:43:08,708","00:43:09,467","0.759","0.031625","Well, against the ideas."
"743","00:43:09,492","00:43:13,200","3.708","0.05704615384615385","People for 70 years had been told that the Soviet Union was good."
"744","00:43:13,607","00:43:16,200","2.593","0.038701492537313434","And here comes a person who says, no, the Soviet Union is bulls**t."
"745","00:43:16,200","00:43:17,200","1.0","0.05555555555555555","What do you think?"
"746","00:43:17,200","00:43:22,200","5.0","0.058823529411764705","There is such a magic button, where you press it and everyone will change their mind."
"747","00:43:22,200","00:43:24,200","2.0","0.07407407407407407","Very few people thought so."
"748","00:43:24,200","00:43:26,200","2.0","0.13333333333333333","It was gradual."
"749","00:43:27,758","00:43:31,687","3.929","0.09582926829268293","Volyn and Bukovina were still communists."
"750","00:43:33,192","00:43:42,200","9.008","0.13858461538461536","A quasi-European view, if we take the vote in the Verkhovna Rada,"
"751","00:43:42,486","00:43:46,628","4.142","0.055226666666666674","had Kyiv, which was surprising, because Kyiv was entirely Russian-speaking,"
"752","00:43:46,652","00:43:48,200","1.548","0.048375","but everyone understood that ..."
"753","00:43:48,200","00:43:49,661","1.461","0.12175000000000001","The capital."
"754","00:43:49,686","00:43:51,686","2.0","0.14285714285714285","And Galichina."
"755","00:43:52,049","00:43:55,049","3.0","0.07142857142857142","And in Volyn, the communists also came in."
"756","00:43:55,883","00:43:59,696","3.813","0.06355000000000001","In short, it's all just talk that it can be skipped somehow."
"757","00:43:59,721","00:44:04,200","4.479","0.14448387096774193","There will be no quick changes."
"758","00:44:04,200","00:44:06,654","2.454","0.06135","It is necessary for the country to grow."
"759","00:44:07,200","00:44:15,032","7.832","0.15356862745098038","When we were sitting with Zhvanecki, he said to me,"
"760","00:44:15,056","00:44:18,200","3.144","0.09527272727272727","Mykola, the country must come up."
"761","00:44:18,200","00:44:20,200","2.0","0.10526315789473684","It just won't jump."
"762","00:44:20,200","00:44:22,200","2.0","0.058823529411764705","It is necessary for it to prepare."
"763","00:44:22,814","00:44:24,200","1.386","0.09899999999999999","And it's true."
"764","00:44:24,200","00:44:29,175","4.975","0.06633333333333333","And I have long said that I am a supporter of natural historical processes."
"765","00:44:29,200","00:44:33,200","4.0","0.06153846153846154","When they say now, it was necessary earlier, it was necessary ..."
"766","00:44:33,200","00:44:38,798","5.598","0.08481818181818182","You won't say to a woman, why didn't you give birth in two months?"
"767","00:44:38,823","00:44:40,395","1.572","0.047636363636363636","Why did you wait for nine months?"
"768","00:44:41,840","00:44:43,200","1.36","0.08","No one says that."
"769","00:44:43,200","00:44:44,397","1.197","0.063","So does the nation."
"770","00:44:44,930","00:44:47,930","3.0","0.06","The Belarusians only come to their senses in 2020."
"771","00:44:49,143","00:44:50,200","1.057","0.02348888888888889","Something started to come out on the streets."
"772","00:44:50,730","00:44:53,200","2.47","0.05369565217391305","The Russians haven't come to their senses yet."
"773","00:44:54,612","00:44:55,573","0.961","0.02184090909090909","The Georgians have come to their senses yet."
"774","00:44:55,598","00:44:58,200","2.602","0.052039999999999996","The Azerbaijanis haven't come to their senses yet."
"775","00:44:58,557","00:45:00,078","1.521","0.507","TV."
"776","00:45:00,200","00:45:04,200","4.0","0.12121212121212122","When you have already come there,"
"777","00:45:04,200","00:45:09,200","5.0","0.07352941176470588","I want you to tell as a person who watched the world from his place,"
"778","00:45:09,200","00:45:13,200","4.0","0.0851063829787234","from the place of a TV presenter, a journalist."
"779","00:45:13,200","00:45:17,200","4.0","0.10810810810810811","A person who came to a temple of art."
"780","00:45:17,200","00:45:19,200","2.0","0.13333333333333333","What can I say?"
"781","00:45:19,200","00:45:20,816","1.616","0.07345454545454545","Contemporary, but art."
"782","00:45:21,200","00:45:24,200","3.0","0.06666666666666667","Well, you are immediately on the channel 1+1."
"783","00:45:24,200","00:45:26,200","2.0","0.08333333333333333","No, I started to work..."
"784","00:45:26,200","00:45:31,200","5.0","0.15625","I didn't like television at all."
"785","00:45:32,059","00:45:35,200","3.141","0.08053846153846154","Because in BBC I did everything myself."
"786","00:45:35,200","00:45:36,612","1.412","0.047066666666666666","From the beginning to the end."
"787","00:45:36,637","00:45:37,993","1.356","0.045200000000000004","I was not dependent on anyone."
"788","00:45:38,018","00:45:40,795","2.777","0.06458139534883721","I ran, took interviews, then cut this film."
"789","00:45:40,820","00:45:42,153","1.333","0.057956521739130434","Then they cut the film."
"790","00:45:42,178","00:45:44,472","2.294","0.38233333333333336","Wrote."
"791","00:45:44,497","00:45:47,736","3.239","0.06478","In short, it was all mine and I knew how I worked."
"792","00:45:48,154","00:45:49,431","1.277","0.05804545454545454","Here is the cameraman."
"793","00:45:49,456","00:45:51,431","1.975","0.17954545454545456","He sets up."
"794","00:45:51,871","00:45:54,061","2.19","0.12166666666666666","Here is the sound."
"795","00:45:54,086","00:45:55,200","1.114","0.05863157894736842","There is the light."
"796","00:45:55,200","00:45:57,200","2.0","0.06666666666666667","And you are always around with"
"797","00:45:57,200","00:45:58,200","1.0","0.0625","a lot of people."
"798","00:45:58,200","00:45:59,200","1.0","0.043478260869565216","You depend on them all."
"799","00:45:59,200","00:46:00,200","1.0","0.08333333333333333","I was angry."
"800","00:46:01,295","00:46:03,492","2.197","0.05633333333333333","But I was convinced by Sashko Krivenko."
"801","00:46:05,050","00:46:08,200","3.15","0.09545454545454546","And the first thing that started."
"802","00:46:08,200","00:46:09,200","1.0","0.06666666666666667","Not Rodnyansky?"
"803","00:46:09,200","00:46:10,200","1.0","0.09090909090909091","No, no, no."
"804","00:46:10,200","00:46:12,200","2.0","0.07692307692307693","This is before Rodnyansky."
"805","00:46:12,200","00:46:15,200","3.0","0.075","At first, Sasha Tkachenko had afterword."
"806","00:46:15,200","00:46:16,200","1.0","0.25","Yes."
"807","00:46:17,201","00:46:17,603","0.402","0.04466666666666667","Parallel."
"808","00:46:17,628","00:46:18,628","1.0","0.03225806451612903","I don't remember which of them."
"809","00:46:18,653","00:46:20,162","1.509","0.062875","The first or the second."
"810","00:46:20,620","00:46:23,620","3.0","0.07317073170731707","Mykola Kniazhynsky created MNC Internews."
"811","00:46:23,763","00:46:24,763","1.0","0.1","There was."
"812","00:46:25,533","00:46:29,200","3.667","0.1309642857142857","And I, since I earned money."
"813","00:46:29,200","00:46:33,200","4.0","0.07547169811320754","And then there was such a system of traveling abroad."
"814","00:46:33,881","00:46:36,200","2.319","0.11595","That you had to pay."
"815","00:46:36,200","00:46:39,200","3.0","0.041666666666666664","That is, you can be taken by the Minister of Foreign Affairs on a plane."
"816","00:46:39,200","00:46:42,200","3.0","0.05555555555555555","But it doesn't mean that you will live there for free."
"817","00:46:42,802","00:46:48,708","5.906","0.08437142857142857","And since few people had currency, I was sometimes taken by ministers."
"818","00:46:48,733","00:46:51,953","3.22","0.08702702702702703","Or the president Kuchma once took me."
"819","00:46:51,978","00:46:53,658","1.68","0.08","And I flew with them."
"820","00:46:53,683","00:46:59,200","5.517","0.06983544303797469","And since I flew there, I just had money so that I could live there in a hotel."
"821","00:46:59,680","00:47:01,419","1.739","0.12421428571428572","Eat and so on."
"822","00:47:04,308","00:47:09,175","4.867","0.10815555555555556","Tkachenko says, 'You're going to fly anyway.'"
"823","00:47:09,200","00:47:10,200","1.0","0.1","Well, yes."
"824","00:47:10,200","00:47:12,200","2.0","0.05405405405405406","You will still work for the BBC. Yes."
"825","00:47:12,200","00:47:14,555","2.355","0.08120689655172414","So I'll give you a cameraman."
"826","00:47:14,580","00:47:16,200","1.62","0.037674418604651164","So you shoot something there and that's it."
"827","00:47:16,200","00:47:17,881","1.681","0.07640909090909091","So I started shooting."
"828","00:47:17,906","00:47:20,294","2.388","0.07959999999999999","And the same with Kniazhynsky."
"829","00:47:20,319","00:47:21,109","0.79","0.043888888888888894","I worked with him."
"830","00:47:21,134","00:47:23,029","1.895","0.07018518518518518","I had Windows to the World."
"831","00:47:23,054","00:47:32,459","9.405","0.1146951219512195","This is the first non-governmental program in Ukraine called Windows to the World."
"832","00:47:33,078","00:47:36,944","3.866","0.0729433962264151","Then it turned out that Windows, then STB, and so on."
"833","00:47:36,969","00:47:38,746","1.777","0.044425","But firstly it was Windows to the World."
"834","00:47:38,771","00:47:39,771","1.0","0.07142857142857142","And we did it."
"835","00:47:39,799","00:47:43,347","3.548","0.09336842105263159","Rostik Hotin, Vitalik Portnikov and I."
"836","00:47:43,372","00:47:45,812","2.44","0.10166666666666667","We took turns for weeks."
"837","00:47:45,837","00:47:46,961","1.124","0.035125","A week for him, a week for me..."
"838","00:47:49,877","00:47:55,748","5.871","0.07248148148148148","And then Yulia Mostova called me and said, listen, one person is calling you now."
"839","00:47:55,773","00:47:57,200","1.427","0.04324242424242424","I say, what will he want from me?"
"840","00:47:57,200","00:48:02,200","5.0","0.10416666666666667","She says he will want you to do something on TV."
"841","00:48:02,713","00:48:04,200","1.487","0.13518181818181818","I resisted."
"842","00:48:04,200","00:48:07,200","3.0","0.08571428571428572","I didn't like this idea right away."
"843","00:48:07,429","00:48:09,429","2.0","0.08695652173913043","And then Lyosha called."
"844","00:48:09,454","00:48:11,200","1.746","0.05632258064516129","We met, went to the restaurant."
"845","00:48:11,200","00:48:14,766","3.566","0.05751612903225806","I can even remember what restaurant we went to if I wanted to."
"846","00:48:15,472","00:48:21,200","5.728","0.16847058823529412","And then he came up with this 1+1."
"847","00:48:21,200","00:48:24,200","3.0","0.09090909090909091","And there was a long fight there."
"848","00:48:24,592","00:48:27,200","2.608","0.04920754716981132","Lyosha, this is Oleksandr Rodnyansky for the viewers."
"849","00:48:27,200","00:48:28,200","1.0","0.25","Yes."
"850","00:48:28,200","00:48:29,200","1.0","0.047619047619047616","Oleksandr Rodnyansky."
"851","00:48:29,225","00:48:30,624","1.399","0.07363157894736842","This is Yuhymovich."
"852","00:48:30,671","00:48:37,964","7.293","0.07841935483870968","He just then says, listen, look at Inter, it's all in Russian, they have the highest ratings."
"853","00:48:38,517","00:48:43,958","5.441","0.15113888888888888","That is, the society didn't want it."
"854","00:48:43,983","00:48:45,828","1.845","0.04855263157894737","The journalists' language was Russian,"
"855","00:48:45,852","00:48:48,200","2.348","0.03452941176470588","the business language was Russian, the medical language was Russian."
"856","00:48:48,200","00:48:51,200","3.0","0.05172413793103448","How was it chosen in what language the channel broadcasts?"
"857","00:48:51,200","00:48:52,200","1.0","0.058823529411764705","It was very long."
"858","00:48:52,225","00:48:53,657","1.432","0.06226086956521739","There were discussions."
"859","00:48:53,682","00:48:57,200","3.518","0.07995454545454544","It was very, very... Well, it wasn`t chosen."
"860","00:48:57,200","00:48:59,200","2.0","0.10526315789473684","By trial and error."
"861","00:48:59,711","00:49:03,508","3.797","0.09260975609756097","Then there was a long discussion, because"
"862","00:49:03,532","00:49:08,200","4.668","0.09152941176470589","there was no peoplemeter, so we couldn't calculate."
"863","00:49:09,082","00:49:12,471","3.389","0.11296666666666666","I remember that we called KVN."
"864","00:49:14,129","00:49:17,793","3.664","0.13085714285714287","KVN means an asphalt roller."
"865","00:49:17,818","00:49:23,548","5.73","0.12456521739130436","I mean, everything in Russian was much better,"
"866","00:49:23,572","00:49:27,991","4.419","0.05198823529411764","and there were one, two, three programs among Russian ones, that's an asphalt roller."
"867","00:49:28,016","00:49:32,595","4.579","0.08639622641509434","You can turn off the signal and not broadcast at all."
"868","00:49:32,795","00:49:33,795","1.0","0.07692307692307693","I don't know."
"869","00:49:33,820","00:49:36,428","2.608","0.046571428571428576","In the province where I lived, for example, in Zhytomyr,"
