"Number","Start Time","End Time","Duration","Symbol Duration","TTS Symbol Duration","TTS Speed Closest","Speaker","Text"
"431","00:23:36,000","00:23:39,406","3.406","0.1001764705882353","0.09532275132275132","1.2","female","And for two months I was choosing."
"432","00:23:40,581","00:23:44,176","3.595","0.06093220338983051","0.060783068783068786","1.9","female","I came back, and then the students just laid on the Maidan."
"433","00:23:45,000","00:23:48,684","3.684","0.07675","0.07559788359788361","1.5","female","And I remember that there was a beautiful story."
"434","00:23:49,000","00:23:51,264","2.264","0.049217391304347824","0.04791534391534392","2.4","female","I was still working in the pedagogical school."
"435","00:23:52,550","00:23:56,000","3.45","0.055645161290322584","0.054603174603174605","2.1","female","And there was supposed to be a meeting in the Ukrainian House."
"436","00:23:56,000","00:23:58,185","2.185","0.031214285714285715","0.0452063492063492","2.5","female","I don't know what it's called now. It's the Ukrainian House, isn't it?"
"437","00:23:58,210","00:23:58,883","0.673","0.0673","0.06425396825396826","1.8","female","Well, yes."
"438","00:23:58,908","00:24:00,908","2.0","0.04878048780487805","0.04791534391534392","2.4","female","I'm sorry, then it was a museum of Lenin."
"439","00:24:00,933","00:24:02,426","1.493","0.03554761904761905","0.0452063492063492","2.5","female","There was no Ukrainian House at that time."
"440","00:24:02,451","00:24:03,990","1.539","0.06156","0.060783068783068786","1.9","female","There was no such phrase."
"441","00:24:04,015","00:24:06,015","2.0","0.07692307692307693","0.07559788359788361","1.5","female","For such a phrase – Sybir."
"442","00:24:06,428","00:24:07,979","1.551","0.04081578947368421","0.0452063492063492","2.5","female","The one they call the European Square."
"443","00:24:08,004","00:24:09,249","1.245","0.06225000000000001","0.060783068783068786","1.9","female","The European Square."
"444","00:24:09,976","00:24:15,572","5.596","0.08229411764705882","0.07559788359788361","1.5","female","The students of pedagogical school and some veterans gathered there."
"445","00:24:15,928","00:24:18,520","2.592","0.06821052631578947","0.06755555555555556","1.7","female","I don't remember what occasion it was."
"446","00:24:19,324","00:24:28,324","9.0","0.225","0.1903915343915344","0.6","female","And on the Maidan, it's already there..."
"447","00:24:28,358","00:24:30,510","2.152","0.035278688524590165","0.0452063492063492","2.5","female","Today he posted a photo with Plyushch and Kravchuk back then."
"448","00:24:30,754","00:24:32,216","1.462","0.06356521739130434","0.060783068783068786","1.9","female","Yes, I remember it all."
"449","00:24:32,241","00:24:34,241","2.0","0.03333333333333333","0.0452063492063492","2.5","female","When he was performing at the Tribune of the Verkhovna Rada."
"450","00:24:34,266","00:24:43,680","9.414","0.20465217391304347","0.1903915343915344","0.6","female","They came, there was a hall in Lenin's museum,"
"451","00:24:43,704","00:24:45,266","1.562","0.03905","0.0452063492063492","2.5","female","and there was a party leading something."
"452","00:24:46,000","00:24:48,010","2.01","0.08374999999999999","0.08321693121693122","1.3","female","And they gave me a word."
"453","00:24:48,825","00:24:50,597","1.772","0.08438095238095238","0.08321693121693122","1.3","female","It was their mistake."
"454","00:24:51,000","00:24:53,796","2.796","0.07357894736842105","0.07144973544973544","1.6","female","And I went out to say something there."
"455","00:24:53,821","00:24:57,359","3.538","0.04717333333333333","0.0452063492063492","2.5","female","Then I say, the only thing I didn't understand is why you are sitting here."
"456","00:24:58,000","00:24:59,250","1.25","0.08928571428571429","0.08321693121693122","1.3","female","All say, what?"
"457","00:24:59,396","00:25:03,203","3.807","0.06921818181818182","0.06755555555555556","1.7","female","Well, Maidan is 200 meters away and there are students."
"458","00:25:04,000","00:25:07,060","3.06","0.068","0.06755555555555556","1.7","female","Why aren't you there, where the students are?"
"459","00:25:08,552","00:25:10,000","1.448","0.04525","0.0452063492063492","2.5","female","And they looked at me like that."
"460","00:25:10,000","00:25:16,740","6.74","0.08986666666666666","0.08321693121693122","1.3","female","Well, those veterans of the Brownian movement, they were somehow surprised."
"461","00:25:16,765","00:25:19,192","2.427","0.06741666666666667","0.06425396825396826","1.8","female","There was such a magazine 'Ukraine.'"
"462","00:25:19,777","00:25:21,777","2.0","0.07692307692307693","0.07559788359788361","1.5","female","There was such a huge tab."
"463","00:25:22,429","00:25:26,292","3.863","0.057656716417910446","0.057227513227513224","2.0","female","There was Maidan, the students, and it was written in large letters"
"464","00:25:27,000","00:25:30,000","3.0","0.06976744186046512","0.06755555555555556","1.7","female","'The First Pedagogical School is with you.'"
"465","00:25:31,333","00:25:34,000","2.667","0.07408333333333333","0.07144973544973544","1.6","female","So I'm a revolutionary, I would say."
"466","00:25:34,000","00:25:36,783","2.783","0.08696875","0.08321693121693122","1.3","female","Lenin, damn it, Vladimir Ilyich."
"467","00:25:37,577","00:25:40,000","2.423","0.07816129032258065","0.07559788359788361","1.5","female","And you went to Belarus as who?"
"468","00:25:40,000","00:25:41,522","1.522","0.060880000000000004","0.060783068783068786","1.9","female","No, it was already later."
"469","00:25:41,547","00:25:44,547","3.0","0.06976744186046512","0.06755555555555556","1.7","female","It was already after the real independence."
"470","00:25:44,572","00:25:50,975","6.403","0.07532941176470588","0.07144973544973544","1.6","female","Because there is such a Vladimir Filenko, and there are a few more of my old friends."
"471","00:25:51,000","00:25:55,324","4.324","0.05615584415584415","0.054603174603174605","2.1","female","And we all together believe that the independence day is on December the 1st."
"472","00:25:56,006","00:26:01,380","5.374","0.09265517241379309","0.08321693121693122","1.3","female","Because on 24th, 360 people said that we were independent."
"473","00:26:01,808","00:26:06,000","4.192","0.07354385964912281","0.07144973544973544","1.6","female","And then 91% of Ukrainians said that we were independent."
"474","00:26:06,000","00:26:08,000","2.0","0.058823529411764705","0.057227513227513224","2.0","female","And we didn't really believe that."
"475","00:26:08,000","00:26:11,468","3.468","0.06936","0.06755555555555556","1.7","female","Because exactly half a year before that, in March,"
"476","00:26:11,492","00:26:15,520","4.028","0.06393650793650793","0.060783068783068786","1.9","female","72% said that we were for the preservation of the Soviet Union."
"477","00:26:15,545","00:26:16,975","1.43","0.17875","0.16228571428571428","0.7","female","Renewed."
"478","00:26:17,000","00:26:20,539","3.539","0.04115116279069768","0.0452063492063492","2.5","female","So there was ... No, well, something happened to the people that they responded later."
"479","00:26:20,571","00:26:24,566","3.995","0.08684782608695653","0.08321693121693122","1.3","female","Well, half a year is not... It doesn't matter."
"480","00:26:24,698","00:26:26,698","2.0","0.07407407407407407","0.07144973544973544","1.6","female","And there were such prices."
"481","00:26:27,019","00:26:28,296","1.277","0.05552173913043478","0.054603174603174605","2.1","female","There were such prices."
"482","00:26:28,321","00:26:30,654","2.333","0.11109523809523811","0.10302645502645504","1.1","female","You say 20$ to Minsk."
"483","00:26:31,343","00:26:41,360","10.017","0.21776086956521737","0.1903915343915344","0.6","female","So, from Donetsk to Kyiv in August costed 10$."
"484","00:26:41,385","00:26:43,000","1.615","0.06729166666666667","0.06425396825396826","1.8","female","So why did you go there?"
"485","00:26:43,679","00:26:45,975","2.296","0.08503703703703704","0.08321693121693122","1.3","female","Then there was no Internet."
"486","00:26:46,154","00:26:48,154","2.0","0.047619047619047616","0.0452063492063492","2.5","female","And everything was at the level of rumors."
"487","00:26:48,179","00:26:54,358","6.179","0.08238666666666666","0.07559788359788361","1.5","female","And something happens in ... So, the Ukrainians voted for the independence."
"488","00:26:54,383","00:26:56,383","2.0","0.13333333333333333","0.13104761904761905","0.9","female","Complete shock."
"489","00:26:56,408","00:26:57,408","1.0","0.1111111111111111","0.10302645502645504","1.1","female","Complete."
"490","00:26:57,690","00:27:03,690","6.0","0.15384615384615385","0.1423068783068783","0.8","female","Moscow is just ... And we are brothers."
"491","00:27:03,715","00:27:05,968","2.253","0.0751","0.07144973544973544","1.6","female","And here the brothers said ..."
"492","00:27:08,000","00:27:11,000","3.0","0.047619047619047616","0.0452063492063492","2.5","female","And then the conversation begins that there is something there."
"493","00:27:11,000","00:27:13,000","2.0","0.07407407407407407","0.07144973544973544","1.6","female","Someone is flying to Minsk."
"494","00:27:13,000","00:27:14,000","1.0","0.04","0.0452063492063492","2.5","female","There is something there."
"495","00:27:14,000","00:27:16,000","2.0","0.08333333333333333","0.08321693121693122","1.3","female","And Yeltsin is in Minsk."
"496","00:27:16,000","00:27:17,000","1.0","0.047619047619047616","0.0452063492063492","2.5","female","Shushkevich is there."
"497","00:27:17,000","00:27:18,817","1.817","0.13976923076923076","0.13104761904761905","0.9","female","And Kravchuk."
"498","00:27:19,000","00:27:22,000","3.0","0.2","0.1903915343915344","0.6","female","And that's all."
"499","00:27:23,833","00:27:28,359","4.526","0.059552631578947364","0.057227513227513224","2.0","female","And there was some kind of ... Well, then there were always drinking sprees."
"500","00:27:29,232","00:27:37,234","8.002","0.10813513513513515","0.10302645502645504","1.1","female","From the second of December, when  they began to recognize the referendum,"
"501","00:27:39,770","00:27:43,626","3.856","0.05755223880597015","0.057227513227513224","2.0","female","the Poles, the Hungarians, which is strange now, and the Canadians."
"502","00:27:43,651","00:27:45,010","1.359","0.056625","0.054603174603174605","2.1","female","This is what I remember."
"503","00:27:45,035","00:27:47,870","2.835","0.0675","0.06425396825396826","1.8","female","I had a consul, a friend, Nestor Hayovsky."
"504","00:27:47,895","00:27:50,557","2.662","0.07394444444444444","0.07144973544973544","1.6","female","And he was just ... We were sitting."
"505","00:27:50,582","00:27:57,000","6.418","0.06827659574468085","0.06755555555555556","1.7","female","And the future wife of Yushchenko organized one of the big events in Lybid, in the restaurant."
"506","00:27:57,000","00:28:01,000","4.0","0.08333333333333333","0.08321693121693122","1.3","female","There were meetings of deputies and journalists."
"507","00:28:01,000","00:28:02,000","1.0","0.041666666666666664","0.0452063492063492","2.5","female","There were five of them."
"508","00:28:02,000","00:28:04,000","2.0","0.4","0.29079365079365077","0.3","female","Four."
"509","00:28:04,000","00:28:08,191","4.191","0.05049397590361446","0.049439153439153435","2.3","female","And he was so ... I remember everyone saying, Hayovsky is going, Hayovsky is going."
"510","00:28:09,025","00:28:10,000","0.975","0.0375","0.0452063492063492","2.5","female","And we went out like that."
"511","00:28:10,000","00:28:12,000","2.0","0.07407407407407407","0.07144973544973544","1.6","female","And he walked by like that."
"512","00:28:12,562","00:28:15,554","2.992","0.12466666666666666","0.1131005291005291","1.0","female","As there is recognition."
"513","00:28:16,000","00:28:21,000","5.0","0.08196721311475409","0.07559788359788361","1.5","female","And this was such a series of these events, to put it mildly."
"514","00:28:21,000","00:28:23,697","2.697","0.049944444444444444","0.049439153439153435","2.3","female","And there was another one somewhere in the hotel Kyiv."
"515","00:28:25,176","00:28:27,000","1.824","0.0608","0.060783068783068786","1.9","female","And they began to dig into it."
"516","00:28:27,000","00:28:28,000","1.0","0.03571428571428571","0.0452063492063492","2.5","female","Well, there were foreigners."
"517","00:28:28,000","00:28:32,697","4.697","0.0854","0.08321693121693122","1.3","female","There was a lot of knowledge through the Moscow Bureau,"
"518","00:28:32,721","00:28:36,000","3.279","0.061867924528301886","0.060783068783068786","1.9","female","through London, through Washington, through Brussels."
"519","00:28:36,907","00:28:39,000","2.093","0.041039215686274506","0.0452063492063492","2.5","female","And they say, listen, something is happening there."
"520","00:28:39,000","00:28:40,000","1.0","0.045454545454545456","0.0452063492063492","2.5","female","And we are like, what?"
"521","00:28:40,000","00:28:41,000","1.0","0.1111111111111111","0.10302645502645504","1.1","female","And what?"
"522","00:28:41,000","00:28:42,000","1.0","0.038461538461538464","0.0452063492063492","2.5","female","And how is it going there?"
"523","00:28:42,000","00:28:45,000","3.0","0.06521739130434782","0.06425396825396826","1.8","female","The planes have already started to fly rarely."
"524","00:28:45,000","00:28:46,000","1.0","0.045454545454545456","0.0452063492063492","2.5","female","The trains don't work."
"525","00:28:46,000","00:28:47,000","1.0","0.0625","0.060783068783068786","1.9","female","Well, that's it."
"526","00:28:47,000","00:28:49,000","2.0","0.08","0.07559788359788361","1.5","female","The Soviet Union is over."
"527","00:28:49,245","00:28:50,245","1.0","0.2","0.1903915343915344","0.6","female","Here."
"528","00:28:50,809","00:28:51,809","1.0","0.1","0.09532275132275132","1.2","female","And night."
"529","00:28:52,405","00:28:53,405","1.0","0.16666666666666666","0.16228571428571428","0.7","female","Night."
"530","00:28:54,356","00:28:56,297","1.941","0.08439130434782609","0.08321693121693122","1.3","female","And the Guardian comes."
"531","00:28:56,322","00:28:58,139","1.817","0.06489285714285714","0.06425396825396826","1.8","female","Martha is with the Guardian."
"532","00:28:58,521","00:29:01,513","2.992","0.08548571428571429","0.08321693121693122","1.3","female","Said that she ordered a taxi there."
"533","00:29:02,376","00:29:03,376","1.0","0.05555555555555555","0.054603174603174605","2.1","female","I say, well, what?"
"534","00:29:03,401","00:29:04,401","1.0","0.05555555555555555","0.054603174603174605","2.1","female","Well, so let's go."
"535","00:29:04,426","00:29:05,426","1.0","0.07142857142857142","0.06755555555555556","1.7","female","You are going?"
"536","00:29:05,451","00:29:06,451","1.0","0.043478260869565216","0.0452063492063492","2.5","female","I say, well, I'm going."
"537","00:29:06,941","00:29:10,530","3.589","0.06771698113207547","0.06755555555555556","1.7","female","Then I understood why Belarus is the way it is today."
"538","00:29:10,555","00:29:11,555","1.0","0.25","0.23602116402116402","0.5","female","Why?"
"539","00:29:12,000","00:29:20,640","8.64","0.09931034482758622","0.09532275132275132","1.2","female","Because there was a reconstruction in Moscow, movement, as it is called in young slang."
"540","00:29:20,640","00:29:25,480","4.84","0.08491228070175438","0.08321693121693122","1.3","female","In Ukraine, there were points of it. We saw it there too."
"541","00:29:25,480","00:29:30,920","5.44","0.060444444444444446","0.057227513227513224","2.0","female","They didn't care about the currency anymore, it was possible to exchange it on the street."
"542","00:29:30,920","00:29:34,640","3.72","0.08857142857142858","0.08321693121693122","1.3","female","In short, there were some obvious changes."
"543","00:29:34,640","00:29:43,240","8.6","0.1075","0.10302645502645504","1.1","female","People's Movement, Chornovyl, a lot of dissidents were released, they came back."
"544","00:29:43,240","00:29:45,188","1.948","0.05903030303030303","0.057227513227513224","2.0","female","In short, something is happening."
"545","00:29:45,212","00:29:53,080","7.868","0.09959493670886076","0.09532275132275132","1.2","female","We came to Minsk, and they didn't even understand what they were talking about."
"546","00:29:53,821","00:29:58,440","4.619","0.0745","0.07144973544973544","1.6","female","They had the same salaries, I remember there was such a shock."
"547","00:29:59,012","00:30:03,560","4.548","0.09281632653061224","0.08321693121693122","1.3","female","All the journalists gathered, there were 7 of us."
"548","00:30:07,504","00:30:14,640","7.136","0.08202298850574713","0.07559788359788361","1.5","female","Time, Guardian, Christian Science Monitor, something else, but I won't go into details."
"549","00:30:14,640","00:30:20,640","6.0","0.07228915662650602","0.07144973544973544","1.6","female","We were in some kind of cafe, there were a few of them in Kyiv and they were called"
"550","00:30:20,640","00:30:26,640","6.0","0.125","0.1131005291005291","1.0","female","cooperative restaurants, they started to appear."
"551","00:30:27,346","00:30:33,767","6.421","0.10356451612903227","0.10302645502645504","1.1","female","And since the exchange rate was crazy, something for a dollar,"
"552","00:30:33,792","00:30:40,887","7.095","0.07796703296703296","0.07559788359788361","1.5","female","and we didn't have money, as we hold them now, carefully folded, because they were pennies."
"553","00:30:40,912","00:30:44,961","4.049","0.13496666666666668","0.13104761904761905","0.9","female","If you earned, let's say, 500,"
"554","00:30:44,985","00:30:49,967","4.982","0.055977528089887645","0.054603174603174605","2.1","female","it was considered that you were a billionaire if you had a salary of 200 dollars a month."
"555","00:30:49,992","00:30:56,109","6.117","0.08156","0.07559788359788361","1.5","female","200 dollars in Kyiv in 1990, in 1991, well, that's it, life was successful."
"556","00:30:57,656","00:30:59,600","1.944","0.05890909090909091","0.057227513227513224","2.0","female","And that's why it was so intense."
"557","00:30:59,600","00:31:06,947","7.347","0.08073626373626375","0.07559788359788361","1.5","female","And here someone runs and says, Yeltsin came, we need a taxi, we need to go to the airport."
"558","00:31:07,441","00:31:13,441","6.0","0.09230769230769231","0.08321693121693122","1.3","female","And we all jump, hands in our pockets and on the table like this."
"559","00:31:14,838","00:31:19,841","5.003","0.10210204081632654","0.09532275132275132","1.2","female","We threw it away because it's 20 cents, 50 cents,"
"560","00:31:19,865","00:31:23,600","3.735","0.093375","0.08321693121693122","1.3","female","30, 50 cents, well, something like that."
"561","00:31:23,600","00:31:28,028","4.428","0.13023529411764706","0.1131005291005291","1.0","female","I was the last one to throw money."
"562","00:31:28,053","00:31:36,793","8.74","0.11653333333333334","0.1131005291005291","1.0","female","Such a small pile of these squashed rubles, and an oppressive silence fell."
"563","00:31:36,818","00:31:41,568","4.75","0.055232558139534885","0.054603174603174605","2.1","female","The whole hall of this dining room, because it's not a restaurant, it's a dining room,"
"564","00:31:41,593","00:31:44,174","2.581","0.0782121212121212","0.07559788359788361","1.5","female","the waiters ran out, all of them."
"565","00:31:44,992","00:31:49,141","4.149","0.08135294117647059","0.07559788359788361","1.5","female","Because for them, still, 200 rubles salary is good."
"566","00:31:50,002","00:31:52,050","2.048","0.043574468085106385","0.0452063492063492","2.5","female","And we threw away, probably, a thousand rubles."
"567","00:31:52,075","00:31:56,839","4.764","0.08357894736842106","0.08321693121693122","1.3","female","And a thousand rubles was there, 3 dollars, for 7 people."
"568","00:31:57,705","00:32:02,859","5.154","0.07809090909090909","0.07559788359788361","1.5","female","And we threw it away and ran away, it's not money, it's not money."
"569","00:32:04,259","00:32:06,951","2.692","0.07691428571428571","0.07559788359788361","1.5","female","Then I flew to Georgia for the war."
"570","00:32:06,976","00:32:12,169","5.193","0.0851311475409836","0.08321693121693122","1.3","female","I just had a translator on the table, and there was a driver."
"571","00:32:12,194","00:32:18,291","6.097","0.08022368421052632","0.07559788359788361","1.5","female","And I put a thousand rubles on the table, I say, to eat, to order something."
"572","00:32:18,316","00:32:22,101","3.785","0.0742156862745098","0.07144973544973544","1.6","female","And they also looked at me, wow, a thousand rubles."
"573","00:32:22,600","00:32:26,292","3.692","0.0802608695652174","0.07559788359788361","1.5","female","And it's nothing, it's 5 dollars or 4 dollars."
"574","00:32:26,600","00:32:31,363","4.763","0.10584444444444444","0.10302645502645504","1.1","female","Well, and we came, yes, really talked, we saw"
"575","00:32:31,388","00:32:35,388","4.0","0.06349206349206349","0.060783068783068786","1.9","female","Shushkevych, we saw Yeltsin, I think I even asked some of them."
"576","00:32:35,413","00:32:37,413","2.0","0.07407407407407407","0.07144973544973544","1.6","female","How close were you to them?"
"577","00:32:37,893","00:32:40,514","2.621","0.09360714285714286","0.08321693121693122","1.3","female","Well, then there was no ban."
"578","00:32:40,983","00:32:48,047","7.064","0.11972881355932204","0.1131005291005291","1.0","female","Then to stand next to Yeltsin is, well, as we sit with you."
"579","00:32:48,600","00:32:55,600","7.0","0.08860759493670886","0.08321693121693122","1.3","female","Well, the only thing is that there was protection, but it was much easier then."
"580","00:32:58,012","00:33:02,352","4.34","0.07233333333333333","0.07144973544973544","1.6","female","On the airfield, in Kyiv, everywhere we met near the stairs."
"581","00:33:02,853","00:33:03,853","1.0","0.07142857142857142","0.06755555555555556","1.7","female","It was normal."
"582","00:33:03,878","00:33:07,878","4.0","0.0625","0.060783068783068786","1.9","female","Then already during Kuchma's time,  it began to change a little."
"583","00:33:07,903","00:33:11,511","3.608","0.05305882352941177","0.05147089947089947","2.2","female","During Kravchuk's tie, you just came, oh, you're a journalist? Okay."
"584","00:33:11,536","00:33:14,826","3.29","0.05483333333333333","0.054603174603174605","2.1","female","Was it a ritual thing, they had already signed an agreement?"
"585","00:33:14,851","00:33:17,244","2.393","0.053177777777777775","0.05147089947089947","2.2","female","No, then we figured out everything as it was."
"586","00:33:18,020","00:33:25,318","7.298","0.09009876543209877","0.08321693121693122","1.3","female","Nobody, just one person of us all, got there in Viskuli, or where they signed it."
"587","00:33:25,790","00:33:37,935","12.145","0.13801136363636363","0.13104761904761905","0.9","female","The beginning was like this. Yeltsin brought a document, laid it on the table, and said,"
"588","00:33:39,351","00:33:49,176","9.825","0.12596153846153846","0.1131005291005291","1.0","female","'Leonid Makarovich, you can do whatever you want, mark it, change it, mark it,"
"589","00:33:49,200","00:33:52,920","3.72","0.058125","0.057227513227513224","2.0","female","write it down, do whatever you want, but you have to accept it.'"
"590","00:33:54,543","00:34:00,551","6.008","0.09849180327868852","0.09532275132275132","1.2","female","Kravchuk said, 'You know, a week ago, I was elected president"
"591","00:34:00,575","00:34:03,960","3.385","0.054596774193548386","0.05147089947089947","2.2","female","with the pre-election program for the independence of Ukraine."
"592","00:34:04,416","00:34:07,907","3.491","0.06982000000000001","0.06755555555555556","1.7","female","It was somehow strange that was now for the Union."
"593","00:34:07,931","00:34:10,600","2.669","0.058021739130434784","0.057227513227513224","2.0","female","A week ago, I was against the Union, and now…'"
"594","00:34:11,163","00:34:15,748","4.585","0.10916666666666666","0.10302645502645504","1.1","female","And then this phrase came up in the sauna."
"595","00:34:15,772","00:34:18,501","2.729","0.05685416666666667","0.054603174603174605","2.1","female","In the sauna, not because they were naked there,"
"596","00:34:18,525","00:34:21,080","2.555","0.04188524590163935","0.0452063492063492","2.5","female","it's not the top officials, but the country's second persons."
"597","00:34:21,080","00:34:22,840","1.76","0.060689655172413794","0.057227513227513224","2.0","female","It was just that it was free."
"598","00:34:22,840","00:34:27,320","4.48","0.08960000000000001","0.08321693121693122","1.3","female","They just came in in suits, there was just a room."
"599","00:34:28,237","00:34:33,860","5.623","0.09371666666666667","0.08321693121693122","1.3","female","And there, this geopolitical reality of the previously named"
"600","00:34:33,885","00:34:38,574","4.689","0.09017307692307693","0.08321693121693122","1.3","female","Union of Soviet Socialist Republics ceases to exist."
"601","00:34:39,369","00:34:42,228","2.859","0.06807142857142857","0.06755555555555556","1.7","female","It's just that they thought for two hours,"
"602","00:34:42,252","00:34:44,502","2.25","0.05232558139534884","0.05147089947089947","2.2","female","and the phrase 'geopolitical reality of the"
"603","00:34:44,525","00:34:49,400","4.874","0.06962857142857143","0.06755555555555556","1.7","female","previously named Union of Soviet Socialist Republics ceases to exist.'"
"604","00:34:49,400","00:34:51,639","2.24","0.0973913043478261","0.09532275132275132","1.2","female","And then it got easier."
"605","00:34:51,639","00:34:52,600","0.96","0.24","0.23602116402116402","0.5","female","Yes."
"606","00:34:52,600","00:34:55,788","3.188","0.07413953488372094","0.07144973544973544","1.6","female","But it all started only when Kravchuk said,"
"607","00:34:55,812","00:35:01,400","5.588","0.09978571428571428","0.09532275132275132","1.2","female","'No, no, no, guys, we're not joking here, it's serious.'"
"608","00:35:02,219","00:35:06,188","3.969","0.070875","0.06755555555555556","1.7","female","Integral nationalists spoke out against it here in Kyiv,"
"609","00:35:06,212","00:35:10,548","4.336","0.15485714285714286","0.1423068783068783","0.8","female","like Stepan Ilkovich Khmara,"
"610","00:35:10,572","00:35:18,732","8.16","0.15692307692307692","0.1423068783068783","0.8","female","and Chornovyl... there was a lot of diversity there."
"611","00:35:18,757","00:35:26,489","7.732","0.09545679012345679","0.09532275132275132","1.2","female","Why, Mykola, didn't we make such a quantum jump with little blood as Baltica did?"
"612","00:35:27,128","00:35:28,359","1.231","0.0769375","0.07559788359788361","1.5","female","It's impossible."
"613","00:35:28,383","00:35:29,224","0.841","0.21025","0.1903915343915344","0.6","female","Why?"
"614","00:35:29,248","00:35:31,248","2.0","0.05714285714285714","0.054603174603174605","2.1","female","It`s all just conversations that..."
"615","00:35:31,933","00:35:35,385","3.452","0.12328571428571429","0.1131005291005291","1.0","female","Because the Baltic States..."
"616","00:35:35,911","00:35:39,167","3.256","0.09302857142857142","0.08321693121693122","1.3","female","Well, you will be guilty, not me..."
"617","00:35:39,725","00:35:41,325","1.6","0.0761904761904762","0.07559788359788361","1.5","female","We are not Europeans."
"618","00:35:41,436","00:35:45,149","3.713","0.05017567567567568","0.049439153439153435","2.3","female","The Baltics considered themselves from the very beginning to be Europeans,"
"619","00:35:45,173","00:35:48,353","3.18","0.09636363636363637","0.09532275132275132","1.2","female","we became Europeans only in 2014."
"620","00:35:48,996","00:35:52,262","3.266","0.09605882352941177","0.09532275132275132","1.2","female","But now we paved the path somehow."
"621","00:35:52,960","00:35:56,988","4.028","0.3356666666666666","0.29079365079365077","0.3","female","Estonians..."
"622","00:35:57,012","00:36:01,817","4.805","0.120125","0.1131005291005291","1.0","female","I was in Estonia in 1976 with my father."
"623","00:36:01,841","00:36:02,943","1.102","0.038000000000000006","0.0452063492063492","2.5","female","I was walking around Tallinn."
"624","00:36:02,968","00:36:10,078","7.11","0.08670731707317074","0.08321693121693122","1.3","female","There was a home cathedral in every capital. And I came up to go on and they said,"
"625","00:36:10,200","00:36:18,200","8.0","0.11764705882352941","0.1131005291005291","1.0","female","''Excuse me, please, we are already closed. Do you want something?''"
"626","00:36:18,200","00:36:22,200","4.0","0.07272727272727272","0.07144973544973544","1.6","female","I said, ''Yes, I would like to... Where are you from?''"
"627","00:36:23,404","00:36:25,200","1.796","0.06907692307692308","0.06755555555555556","1.7","female","I said, ''I'm from Kyiv.''"
"628","00:36:25,200","00:36:28,200","3.0","0.08108108108108109","0.07559788359788361","1.5","female","''What language do you speak there?''"
"629","00:36:28,200","00:36:29,730","1.53","0.06954545454545455","0.06755555555555556","1.7","female","I said, ''Ukrainian.''"
"630","00:36:30,032","00:36:32,032","2.0","0.1","0.09532275132275132","1.2","female","''Please, come in.''"
"631","00:36:32,389","00:36:34,200","1.811","0.1131875","0.1131005291005291","1.0","female","Forest brothers."
"632","00:36:34,200","00:36:36,200","2.0","0.1","0.09532275132275132","1.2","female","That's the question."
"633","00:36:37,206","00:36:40,200","2.994","0.06962790697674419","0.06755555555555556","1.7","female","I lied because in Kyiv Ukrainian is... Yes."
"634","00:36:40,200","00:36:41,200","1.0","0.06666666666666667","0.06425396825396826","1.8","female","Yes, of course."
"635","00:36:41,200","00:36:46,200","5.0","0.060240963855421686","0.057227513227513224","2.0","female","It was used by 0.5%. But I understood because I was already trained in nationalism."
"636","00:36:46,200","00:36:49,200","3.0","0.04285714285714286","0.0452063492063492","2.5","female","Did your father speak Ukrainian or Russian at the Academy of Sciences?"
"637","00:36:49,200","00:36:50,794","1.594","0.05313333333333334","0.05147089947089947","2.2","female","It's also a complicated story."
"638","00:36:50,819","00:36:55,018","4.199","0.08398","0.08321693121693122","1.3","female","While there was Shelest, everyone spoke Ukrainian."
"639","00:36:56,260","00:37:01,200","4.94","0.08517241379310346","0.08321693121693122","1.3","female","The plenum of the Central Committee was held in Ukrainian."
"640","00:37:01,200","00:37:02,200","1.0","0.14285714285714285","0.1423068783068783","0.8","female","Really?"
"641","00:37:02,200","00:37:02,800","0.6","0.15","0.1423068783068783","0.8","female","Yes."
"642","00:37:03,105","00:37:08,761","5.656","0.06897560975609755","0.06755555555555556","1.7","female","Until 1972, the plenums of the Central Committee during Shelest were in Ukrainian."
"643","00:37:09,721","00:37:17,200","7.479","0.09972","0.09532275132275132","1.2","female","Then Shcherbitsky came and gradually, then Malanchuk, this famous Lviv guy."
"644","00:37:17,200","00:37:19,287","2.087","0.05090243902439025","0.049439153439153435","2.3","female","I had a fight with him twice, by the way."
"645","00:37:20,200","00:37:23,200","3.0","0.07894736842105263","0.07559788359788361","1.5","female","With the main enemy of all of Ukraine."
"646","00:37:23,200","00:37:26,200","3.0","0.06818181818181818","0.06755555555555556","1.7","female","It's very strange that he is from Halychyna."
"647","00:37:26,200","00:37:28,200","2.0","0.07692307692307693","0.07559788359788361","1.5","female","He is from Galichina, yes."
"648","00:37:28,200","00:37:35,200","7.0","0.1346153846153846","0.13104761904761905","0.9","female","And that's why they always didn't want to be Soviet."
"649","00:37:35,550","00:37:41,629","6.079","0.07894805194805195","0.07559788359788361","1.5","female","And here, apart from Galichina, Volhynia, Bukovina... Was there any strategy?"
"650","00:37:41,654","00:37:45,948","4.294","0.08763265306122447","0.08321693121693122","1.3","female","Well, look, if in the Baltic states, for example,"
"651","00:37:45,972","00:37:49,859","3.887","0.06819298245614035","0.06755555555555556","1.7","female","this umbilical cord was not cut by the so-called Soviets,"
